cricsheet_id,cricinfo_id,name,full_name,country,dob,batting_style,bowling_style,playing_role
f66a657d,1357049,Sam Mackinder,Sam Mackinder,New Zealand,,,,
2c6f7953,1460244,Sam Mycock,Sam Matthew Mycock,New Zealand,11187.0,Right-hand bat,Right-arm offbreak,
f4427cc6,334394,,Sam McFarlan Whiteman,Australia,8113.0,Left hand Bat,,Wicketkeeper Batter
86ac0262,1046623,,Sam Mills,Isle of Man,10484.0,,,
8fdfa195,319465,,Sam Raymond Wells,New Zealand,5307.0,Left hand Bat,Right arm Medium,Middle order Batter
5ad508c9,1089047,,Sam Thomas Evans,England,10215.0,Right hand Bat,,Top order Batter
0410f8b0,1450651,Sam Willemse,Sam Willemse,Ireland,,,,
f05bd21b,1218310,,Samad Akbar,Thailand,6663.0,,,
c8f697bd,317750,,Samad Mohammed Fallah,India,5600.0,Left hand Bat,Left arm Medium,Bowler
4289ccc9,1448051,Samader Shadab,Samader Shadab,Greece,11719.0,Right-hand bat,Right-arm medium,
1356b739,1313558,Samaia Basharat,Samaia Basharat,Spain,12374.0,Right-hand bat,Right-arm medium-fast,
f8b50da3,1171937,,Samaira Dharnidharka,United Arab Emirates,13571.0,Right hand Bat,Right arm Medium,Allrounder
6795cc3a,1414161,Samal Udawaththa,Samal Udawaththa,United Arab Emirates,9914.0,Left-hand bat,Legbreak,
e5609932,976681,,Saman Pushpakumara Dissanayake Jayamahamudali,Sri Lanka,-1070.0,Right hand Bat,,
76ba3f78,1172329,,Samantha Agazuma,Nigeria,8960.0,Right hand Bat,,
ee08063a,1050047,,Samantha Ashwini Singham,Singapore,9128.0,Right hand Bat,Right arm Medium fast,
53973e16,661213,,Samantha Bissoon,West Indies,8512.0,Left hand Bat,Right arm Medium,
33b6b1b3,53715,,Samantha Claire Taylor,England,2093.0,Right hand Bat,,Wicketkeeper
35230fa3,416023,,Samantha Haggo,Scotland,8343.0,Right hand Bat,Right arm Medium,
054bf55d,48449,,Samantha Indika de Saram,Sri Lanka,1340.0,Right hand Bat,Right arm Offbreak,
f6d9f548,296137,,Samantha Ketipe,Italy,1506.0,Right hand Bat,Right arm Offbreak,
0816fb1e,537440,,Samantha Lee Bates,Australia,9463.0,Right hand Bat,Slow Left arm Orthodox,Bowler
40c880eb,474251,,Samantha Lynch,West Indies,,,,
c4fd751d,381313,,Samantha M Betts,Australia,9532.0,Right hand Bat,Right arm Medium,Bowler
aa89a853,324219,,Samantha Rae Haereakau Curtis,New Zealand,5779.0,Right hand Bat,Legbreak,
dcc7a7a9,538603,,Samantha Ramautar,United States of America,6250.0,Right hand Bat,Right arm Offbreak,
3134e4a4,1438821,Samanthi Dunukedeniya,Samanthi Dunukedeniya,Cyprus,5153.0,Left-hand bat,Right-arm medium,
2e889952,1394088,Samanvita Vijay,Samanvita Vijay,Denmark,14271.0,Right-hand bat,Right-arm offbreak,
258fa633,434725,,Samar Safdar Quadri,India,7147.0,Right hand Bat,Legbreak Googly,
6d96ee66,826493,,Samar Shravan Dubhashi,India,9395.0,Right hand Bat,,
7796dd75,310961,Samara Ramnath,Samara Ramnath,West Indies,13801.0,Right-hand bat,Right-arm offbreak,
d28f4d1c,924551,,Samarakoon  Mudiyanselage Lahiru Dharshana Samarakoon,Sri Lanka,9923.0,Left hand Bat,Right arm Fast medium,Allrounder
f5be7b08,1283122,,Samarathunga Rukmal,Seychelles,8818.0,Right hand Bat,Left arm Medium fast,
ad5cdffc,1168640,,Samarpit Joshi,India,10853.0,Right hand Bat,,
34819e70,853859,,Samarth Bipin Vyas,India,9462.0,Right hand Bat,Legbreak Googly,
00467a76,1274032,,Samarth Bodha,Gibraltar,12086.0,Right hand Bat,Right arm Medium,
581e18a8,308413,,Samarth Chandrakant Patel,Kenya,6925.0,Right hand Bat,Right arm Offbreak,
9fe56f2b,1159767,,Samarth Seth,India,10848.0,Left hand Bat,Slow Left arm Orthodox,
9889da93,736417,,Samarth Singh,India,7923.0,Right hand Bat,Right arm Offbreak,Opening Batter
ac166f77,1282006,,Samay Shrivastava,Oman,7741.0,Right hand Bat,Legbreak,
3be224b0,922947,,Sameen Gul,Pakistan,10626.0,Right hand Bat,Right arm Medium,Bowler
656da404,749521,,Sameer Abbas Minhas,Bahrain,,,,
9e67cfd0,1151271,,Sameer Choudhary,India,10944.0,Right hand Bat,Right arm Offbreak,
3751641c,1025471,Sameer Dutt,Sameer Dutt,Ireland,,,,
fa5925b1,1093677,,Sameer Gawas,Thailand,4287.0,Right hand Bat,Right arm Medium,
350528bb,26846,,Sameer N Bandekar,United States of America,-1890.0,,,
f89d3b11,1175489,,Sameer Rizvi,India,12392.0,Right hand Bat,Right arm Offbreak,
10e7b898,28090,,Sameer Sudhakar Dighe,India,-450.0,Right hand Bat,,Wicketkeeper Batter
7078db21,25584,,Sameer Zia,United Arab Emirates,4268.0,Right hand Bat,Right arm Offbreak,
237baa2c,1213629,,Sameera Khan,Oman,13102.0,Right hand Bat,Right arm Medium fast,
68f24545,1451381,Sameera Maduranga,Sameera Maduranga,South Korea,6608.0,Right-hand bat,Right-arm medium,
0fc88c2a,1156478,,Sameera Maduranga Kongaha Waththage,Czech Republic,5911.0,Right hand Bat,Right arm Medium fast,
b04e6811,1451382,Sameera Pitabeddara,Sameera Pitabeddara,South Korea,7011.0,Right-hand bat,Right-arm medium,
96a2336e,547079,,Sami Aslam,Pakistan,9476.0,Left hand Bat,Right arm Medium,Opening Batter
602ebd4c,1163154,,Sami Muhammad Sohail,Malawi,11716.0,Right hand Bat,Right arm Medium,
ad05692c,1236052,,Sami Ullah,Romania,7388.0,Right hand Bat,Right arm Medium,
367f4efa,1153816,,Samiallah Khalil,Sweden,12366.0,Right hand Bat,,
2bae86b6,346572,,Samir Abdul Saeed Patel,Lesotho,6635.0,Right hand Bat,,Middle order Batter
b507ce5d,592728,,Samit Bhanubhai Gohel,India,7560.0,Right hand Bat,Slow Left arm Orthodox,
18fac429,18632,,Samit Rohit Patel,England,5447.0,Right hand Bat,Slow Left arm Orthodox,Allrounder
d5c38041,250386,,Samiullah Rahmani,Sweden,6799.0,Right hand Bat,Right arm Medium,
98920db3,973981,,Samiullah Salarazai,Afghanistan,12409.0,Right hand Bat,Right arm Fast medium,
61646132,318339,,Samiullah Shinwari,Afghanistan,6573.0,Right hand Bat,Legbreak,Allrounder
e41d80d9,56097,,Samiur Rahman,Bangladesh,-5873.0,Right hand Bat,Right arm Fast medium,
765a2354,1203321,,Samjhana Khadka,Nepal,10845.0,Right hand Bat,Legbreak Googly,
ba19f1be,1350773,Sammar Gajjar,Sammar Gajjar,India,12278.0,Left-hand bat,Slow left-arm orthodox,
981b9303,786645,,Sammu Ashan,Sri Lanka,10235.0,Right hand Bat,Right arm Offbreak,Top order Batter
54ef649e,807469,,Sammu Nirwantha Thikshila de Silva,Sri Lanka,8750.0,Left hand Bat,Right arm Fast medium,Allrounder
d7b754d4,542229,,Sammy-Jo Johnson,Australia,8344.0,Right hand Bat,Right arm Medium fast,Allrounder
06b166ef,50432,,Sampathwaduge Amal Rohitha Silva,Sri Lanka,-3307.0,Left hand Bat,Right arm Offbreak,Wicketkeeper Batter
ea72c644,568257,,Sampathwaduge Anuk Nimantha Jude Fernando,Sri Lanka,9343.0,Left hand Bat,Left arm Medium fast,Allrounder
7ca04294,427611,,Samrat Madhusudan Singha,India,7283.0,Right hand Bat,Right arm Medium,
3a99939d,1412655,Samrath Singh,Samrath Singh,New Zealand,12320.0,Right-hand bat,Right-arm medium-fast,
d8c88b14,1275241,,Samruddhi Jadhav,Norway,12098.0,Right hand Bat,Right arm Medium fast,
b8d80b40,1159771,,Sams Alam,India,7857.0,Left hand Bat,Left arm Medium,
bc3fc527,515923,,Samson Kwesi Awe Awiah,Ghana,7304.0,Right hand Bat,Right arm Offbreak,Top order Batter
3f9feb1e,1193340,,Samson Sola,Samoa,11601.0,Right hand Bat,Right arm Medium,
2ca351cd,420509,,Samson Wolford Kalworai,Vanuatu,7578.0,Right hand Bat,Right arm Medium,
de43472d,303435,,Samuel Andrew Britton,Ireland,6614.0,Right hand Bat,Right arm Fast,Bowler
e8c9b78f,37093,,Samuel Anthony Fairley,New Zealand,3914.0,Left hand Bat,Right arm Medium,
019e740a,520256,,Samuel Aquilina,Malta,5291.0,Right hand Bat,,
76388dc8,51433,,Samuel Badree,West Indies,4085.0,Right hand Bat,Legbreak,Bowler
e09a869b,1323413,Samuel Barnett,Samuel Barnett,Isle of Man,12511.0,Right-hand bat,Right-arm medium-fast,
c2d9b9cd,1277725,Sam Wood,Samuel Berridge Wood,England,12672.0,Left-hand bat,Right-arm medium,
a756e61a,772361,,Samuel Bryan Harper,Australia,9840.0,Right hand Bat,,Top order Batter
067bda18,1041211,,Samuel Conners,England,10635.0,Right hand Bat,Right arm Fast medium,Bowler
8f70fff7,1155541,,Samuel Conteh,Sierra Leone,12316.0,Right hand Bat,Right arm Medium,
e00a9155,826679,,Samuel Daly Heazlett,Australia,9385.0,Left hand Bat,Slow Left arm Orthodox,Batter
f5e8e3d2,1157210,,Samuel David Bates,England,10848.0,Left hand Bat,,
7ccfb799,1182638,,Samuel David Hollingshead,England,8101.0,,,
58eec343,318984,,Samuel Dudson,United States of America,,,,
21fdde93,381023,,Samuel Fese Mofokeng,South Africa,7886.0,Right hand Bat,Right arm Fast medium,
3595ad3b,1448219,Sam Foster,Samuel Foster,Cayman Islands,7070.0,Right-hand bat,Slow left-arm orthodox,
2ae8618a,1264860,,Samuel Isaac Michael King,England,12064.0,Right hand Bat,Right arm Medium,
89982de5,295569,,Samuel James Cliff,England,6484.0,Right hand Bat,Right arm Medium fast,
679cd31e,772061,,Samuel James Cook,England,10077.0,Right hand Bat,Right arm Medium fast,Bowler
ccc17282,1219973,,Samuel James Harbinson,Australia,9220.0,,,
e898ab57,641395,,Samuel James Pearce,England,10106.0,Right hand Bat,Legbreak,
381663f0,20339,,Samuel James Staples,England,-28228.0,Right hand Bat,Right arm Offbreak,
5ee4759d,1318250,Sam Topping,Samuel Jay Topping,England,12909.0,Left-hand bat,,
bfb754f7,6323,,Samuel John Everett Loxton,Australia,-17810.0,Right hand Bat,Right arm Fast medium,
e88b1f1f,553816,,Samuel Joseph Raphael,Australia,6352.0,Right hand Bat,,
58f5fe53,365941,,Samuel Kelsall,England,8473.0,Right hand Bat,Right arm Medium,
93fabc71,351998,,Samuel Kenneth William Wood,England,8493.0,Left hand Bat,Right arm Offbreak,
e7dd5eca,333872,,Samuel Leigh Rainbird,Australia,8191.0,Right hand Bat,Left arm Medium fast,Bowler
6cb6c73b,1202264,,Samuel Louis Kerber,Australia,8972.0,Left hand Bat,Slow Left arm Orthodox,
00cda8e4,1219974,,Samuel M Elliott,Australia,11005.0,Right hand Bat,Right arm Medium,Bowler
e94915e6,662973,,Samuel Matthew Curran,England,10380.0,Left hand Bat,Left arm Medium fast,Allrounder
c16d209b,6647,,Samuel Morris,Australia,-41831.0,Right hand Bat,Right arm Medium,
6990f99b,22492,,Samuel Moses James Woods,England,-37518.0,Right hand Bat,Right arm Fast medium,
a4a15b71,6050,,Samuel Percy Jones,Australia,-39599.0,Right hand Bat,Right arm Fast medium,
67b9536c,555850,,Samuel Robert Hain,England,9327.0,Right hand Bat,Right arm Offbreak,Middle order Batter
34dd3fd9,1233043,,Samuel Sanish Mangat Stanislaus,Malta,3991.0,Right hand Bat,Right arm Offbreak,
7b3bdc2f,1309327,Sam Varcoe,Samuel Scott Varcoe,New Zealand,8501.0,Left-hand bat,Slow left-arm orthodox,
4b0a8488,366600,,Samuel Stephen James Dewhurst,Jersey,6181.0,Right hand Bat,Legbreak,
c16d4035,297628,,Samuel William Billings,England,7835.0,Right hand Bat,,Wicketkeeper Batter
b708c4ad,296191,,Samuela Draunivudi,Fiji,530.0,Right hand Bat,Left arm Medium fast,
8ce93575,1276665,,Samukelisiwe Mabuza,Eswatini,10802.0,Right hand Bat,Right arm Medium fast,
11430949,1393786,San Nyo Htwe,San Nyo Htwe,Myanmar,7941.0,Right-hand bat,Right-arm medium,
2b001132,220394,,Sana Javed,Pakistan,4833.0,Right hand Bat,Right arm Medium fast,
b287e7b1,220668,,Sana Mir,Pakistan,5848.0,Right hand Bat,Right arm Offbreak,Bowler
0f49b970,1394399,Sana Butt,Sana Qamar Ul Haq Butt,Bahrain,12351.0,Right-hand bat,,
bc02b37a,1338643,,Sana Ullah,South Korea,7777.0,Right hand Bat,Left arm Medium,
60622213,1283427,,Sana Zafar,Canada,7610.0,Right hand Bat,,
1e1bbcec,49359,,Sanath Mohan Silva Kaluperuma,Sri Lanka,-2993.0,Right hand Bat,Right arm Offbreak,
f233bbb4,49209,,Sanath Teran Jayasuriya,Sri Lanka,-185.0,Left hand Bat,Slow Left arm Orthodox,Allrounder
a207d093,1246506,,Sanatombaroy Nabakumarroy Laiphangbam,India,10224.0,Right hand Bat,,
dccae421,1318493,,Sanchin Singh,United Arab Emirates,12390.0,Right hand Bat,,Wicketkeeper
b3f47a20,1447962,Sanchir Natsagdorj,Sanchir Natsagdorj,Mongolia,13764.0,Right-hand bat,,
cec44e08,1199670,,Sanchit Mohan Sharma,United Arab Emirates,11525.0,Right hand Bat,Right arm Medium,Bowler
bd8139a1,54840,,Sandamali Kumuduni Dolawatte,Sri Lanka,4788.0,Right hand Bat,Legbreak,
c7aed172,274177,,Sandee Beanne Hui,New Zealand,6830.0,Right hand Bat,Right arm Medium,
8b0b3bba,1275723,,Sandeep Achuparambil Mohandas,Hungary,6809.0,Right hand Bat,Right arm Medium fast,
170d5d60,1466558,Sandeep Chukkala,Sandeep Chukkala,Singapore,5972.0,,,
4e1c9f6e,1174024,,Sandeep Goud,Oman,7981.0,Right hand Bat,Right arm Medium,Allrounder
c83ef4d6,1287099,,Sandeep Goud,Bahamas,5162.0,Left hand Bat,Left arm Medium fast,
756fe781,307936,,Sandeep Harnal,Canada,-1561.0,,,
9b12068b,23860,,Sandeep Jyoti,Canada,1443.0,Right hand Bat,Right arm Offbreak,Batter
74d82e24,1442097,Sandeep Mallidi,Sandeep Kumar Reddy Mallidi,Sweden,10098.0,Right-hand bat,Right-arm medium,
b410bd3d,960361,,Sandeep Lamichhane,Nepal,11171.0,Right hand Bat,Legbreak Googly,Bowler
05af3923,32283,,Sandeep Madhusudan Patil,India,-4884.0,Right hand Bat,Right arm Medium,Allrounder
6ceec40d,1314058,,Sandeep Nair,Bulgaria,10393.0,Right hand Bat,Right arm Offbreak,
5b856264,1129641,Sandeep Patel,Sandeep Patel,New Zealand,10529.0,Right-hand bat,Right-arm medium-fast,
7db2113f,1059579,,Sandeep Pradeep Pattnaik,India,10363.0,Right hand Bat,Right arm Offbreak,
ce820073,438362,,Sandeep Sharma,India,8538.0,Right hand Bat,Right arm Medium,Bowler
38ef872f,794721,,Sandeep Sunar,Nepal,10483.0,Right hand Bat,Legbreak Googly,
8c319623,20074,,Sandford Spence Schultz,England,-41032.0,Right hand Bat,,
f6019e5d,1318943,Sandra Nono,Sandra Annie Nono,Cameroon,11821.0,Right-hand bat,Right-arm medium,
850e9e00,1430172,Sandra Bara,Sandra Irianti Bara,Indonesia,13198.0,Left-hand bat,Slow left-arm orthodox,
a4ddd86a,1326484,,Sandun Chamara Withanage,Qatar,8172.0,Left hand Bat,Legbreak,
ad135bde,522740,Sang Maypriani,Sang Ayu Nyoman Maypriani,Indonesia,11105.0,,,
399a97f5,48120,,Sangarange Don Anurasiri,Sri Lanka,-1406.0,Right hand Bat,Slow Left arm Orthodox,Bowler
dbfa8b20,1318458,,Sangay Wangmo,Bhutan,13202.0,Right hand Bat,Right arm Offbreak,
e03e2148,1318459,Sangay Zangmo,Sangay Zangmo,Bhutan,13265.0,Right-hand bat,,
ad580a96,1069491,,Sangita Rai,Nepal,11011.0,Right hand Bat,Right arm Offbreak,
f02c0809,1323110,,Sangu Ketut Puspita Dewi  Ayu,Indonesia,12811.0,Right hand Bat,Right arm Offbreak,Bowler
b40393b7,781131,,Sangwook Lee,South Korea,5972.0,Right hand Bat,,
64442beb,1213625,,Sani E Zehra,Oman,11364.0,Right hand Bat,Right arm Medium fast,
e5be2427,361841,,Sania Iqbal Khan,Pakistan,5560.0,Right hand Bat,Right arm Medium,
083c2d59,1135345,,Sanidhya Hurkat,India,10803.0,Right hand Bat,Right arm Offbreak,
b06c101a,1181180,,Sanika Kalyan Sonpethkar,Singapore,12913.0,Right hand Bat,Right arm Medium,
c1f531b6,438354,,Sanika Rangnekar,New Zealand,7962.0,Right hand Bat,Right arm Medium,
ffae3d12,465599,,Saniyah Zia,Canada,5579.0,Right hand Bat,Right arm Medium,
4ef823a2,25971,,Sanjam Regmi,Nepal,4738.0,Right hand Bat,Right arm Offbreak,
acf06e10,1428735,Sanjay Wagh,Sanjay Bansi Wagh,Mexico,7330.0,Right-hand bat,Right-arm offbreak,
0604ef16,27225,,Sanjay Bapusaheb Bangar,India,1014.0,Right hand Bat,Right arm Medium fast,
81ce2e0e,1155876,,Sanjay Bhargava,Botswana,,,,
f54bcda9,269453,,Sanjay Budhwar,India,6483.0,Right hand Bat,Left arm Medium fast,
0ef792dc,422520,,Sanjay Gurung,Nepal,-242.0,,,
e34ab986,1147821,Sanjay Sigdel,Sanjay Kant Sigdel,Nepal,2635.0,,,
0837bb5f,1275724,,Sanjay Kumar,Hungary,6289.0,Right hand Bat,Right arm Medium fast,
d11e0c76,1454638,Sanjay Kumar Ahir,Sanjay Kumar Ahir,Panama,8206.0,Right-hand bat,Right-arm medium,
ccb9d6a6,1160035,,Sanjay Kumar Singh,India,,,,
3b8e7647,1277627,,Sanjay Prasad Krishnamurthi,United States of America,12205.0,Right hand Bat,Slow Left arm Orthodox,
166e5081,29400,,Sanjay Sukhanand Hazare,India,-3239.0,Right hand Bat,Legbreak Googly,
76307fc7,554336,,Sanjay Sukhen Majumder,India,6562.0,Right hand Bat,Right arm Medium,
4cfdf1d0,33129,,Sanjay Susanta Raul,India,2470.0,Right hand Bat,Right arm Offbreak,
48ab7c96,492676,,Sanjay Vallabhdasji Sarda,Thailand,750.0,,,
bc19a37f,35807,,Sanjay Verma,India,699.0,Right hand Bat,Right arm Offbreak,
cd39f9dd,30934,,Sanjay Vijay Manjrekar,India,-1634.0,Right hand Bat,Right arm Offbreak,Top order Batter
0848ac5f,1286457,,SanjayKumar Thakor,Tanzania,7498.0,Right hand Bat,Legbreak,
28ed9134,23856,,Sanjayan Thuraisingam,Canada,-112.0,Right hand Bat,Right arm Fast medium,
9b0d5e52,1135347,,Sanjeet Jitendra Desai,India,10207.0,Right hand Bat,Legbreak Googly,
f1375866,28115,,Sanjeev Dua,India,-1710.0,,,
08da49bd,33963,,Sanjeev Kumar Sharma,India,-1590.0,Right hand Bat,Right arm Medium,
db02c831,50247,,Sanjeeva Ranatunga,Sri Lanka,-251.0,Left hand Bat,Right arm Offbreak,
8f9e95fd,33423,,Sanjeeva Rao,India,-4924.0,Right hand Bat,,
90fed21f,402213,,Sanjeevan Gurung,Bhutan,,Right hand Bat,Legbreak,
9cdce473,48465,,Sanjeewa Kumara Lanka De Silva,Sri Lanka,2035.0,Right hand Bat,Right arm Offbreak,
a6412417,1205142,,Sanjida Akter Meghla,Bangladesh,11477.0,Right hand Bat,Slow Left arm Orthodox,Bowler
12755a62,535869,,Sanjida Islam,Bangladesh,9587.0,Right hand Bat,,Top order Batter
01dbf7cf,821755,,Sanjit Saha,Bangladesh,10169.0,Right hand Bat,Right arm Offbreak,Bowler
b4c0d3c4,455465,,Sanjog Chhetri,Bhutan,,Right hand Bat,,
a4cc73aa,425943,,Sanju Viswanath Samson,India,9080.0,Right hand Bat,,Wicketkeeper Batter
34cbc9d2,1246497,,Sankar Shyam Paul,India,11276.0,Right hand Bat,Right arm Offbreak,Bowler
cdc6bdba,592735,,Sankarankutty Sandeep Warrier,India,7763.0,Right hand Bat,Right arm Medium,Bowler
2edb4286,1192937,,Sanker Varathappan,Kuwait,7432.0,Right hand Bat,Right arm Offbreak,
fa2d6545,1464472,Sanskriti Gupta,Sanskriti Gupta,India,12754.0,Left-hand bat,Right-arm offbreak,
b8b95e44,1163159,,Santana de Jesus Jose Dima,Mozambique,10957.0,Right hand Bat,Right arm Offbreak,
fa778d1b,772285,,Santha Moorthy,India,3539.0,Right hand Bat,Right arm Medium,
6876264c,1403059,Santiago Duggan,Santiago Duggan,Argentina,9462.0,,,
851b0636,1193273,Santiago Iturbe,Santiago Iturbe,Argentina,11922.0,Right-hand bat,,
56544f81,1203194,,Santiago Rossi,Argentina,10978.0,Right hand Bat,Right arm Medium fast,Bowler
4898e6fb,1290841,Santosh Karki,Santosh Karki,Nepal,12253.0,Right-hand bat,Right-arm offbreak,
02b4558e,1163511,,Santosh Mishra,Nepal,,,,
7cf7139e,963167,,Santosh Sitaram Shinde,India,8712.0,Right hand Bat,Right arm Medium,
d71f1559,1344392,Sanvert Kurkalang,Sanvert Bernard Kurkalang,India,8267.0,Right-hand bat,Right-arm medium-fast,
b0f2baf4,1132219,,Sanvir Singh,India,9781.0,Right hand Bat,Right arm Medium,Allrounder
9a9a056d,1425899,Sanya Khurana,Sanya Khurana,Netherlands,12841.0,Right-hand bat,,
7aa74830,1175439,,Sanyam Kumar Arora,India,11657.0,Left hand Bat,,
d7af6207,1345186,,Sanze Kamate,Mali,8983.0,Right hand Bat,Right arm Medium fast,
ca673cff,1313735,,Sapan Mehta,Finland,5637.0,Left hand Bat,Left arm Medium,
04f4f2e1,42746,,Saqib Ali,United Arab Emirates,3025.0,Right hand Bat,,Batter
7f76dc0b,462381,,Saqib Hussain Shah,United Arab Emirates,3530.0,Right hand Bat,,Opening Batter
74644db4,589449,,Saqib Khan Jadoon,Pakistan,,,,
0f6db197,643885,,Saqib Mahmood,England,9917.0,Right hand Bat,Right arm Fast medium,Bowler
39e6bad7,1151299,,Saqib Naveed,Estonia,8056.0,Right hand Bat,Left arm Medium,
71ad618b,1200965,,Saqlain Arshad,Qatar,8318.0,Right hand Bat,Right arm Offbreak,
c020cef5,779973,,Saqlain Haider,United Arab Emirates,6430.0,Left hand Bat,,Middle order Batter
047c67ba,42628,,Saqlain Mushtaq,Pakistan,2554.0,Right hand Bat,Right arm Offbreak,Bowler
f3c150bb,280737,,Saqlain Sajib,Bangladesh,6909.0,Left hand Bat,Slow Left arm Orthodox,Bowler
dbc23e51,538597,,Sara Farooq,United States of America,6684.0,Right hand Bat,Right arm Medium,
af71535d,54527,,Sara Jade McGlashan,New Zealand,4469.0,Right hand Bat,,
73d09f44,1351915,Sara Kennedy,Sara Kennedy,Australia,13727.0,Right-hand bat,,
10de03e4,274179,,Sara Louise Hungerford,Australia,5887.0,Right hand Bat,Right arm Medium,Allrounder
f3f6f5a0,1357498,,Sara Merican,Cambodia,,Right hand Bat,Right arm Medium,
c219a3c4,364374,Sara Simic,Sara Simic,Serbia,12839.0,Right-hand bat,Right-arm offbreak,
fb693839,317292,,Sarabjit Ladda,India,6034.0,Right hand Bat,Legbreak,Bowler
cf92d76b,1311480,,Sarah Akiteng,Uganda,11915.0,Right hand Bat,,
560188a1,274180,,Sarah Anne Phelps Hopkins,New Zealand,3566.0,Right hand Bat,,Middle order Batter
039923bd,490958,Sarah Dambanevana,Sarah Dambanevana,Zimbabwe,7450.0,Right-hand bat,Right-arm fast-medium,
5be043df,53670,,Sarah Elizabeth Aley,Australia,5267.0,Right hand Bat,Right arm Medium,Bowler
aa197946,1318944,,Sarah Etim,Nigeria,10899.0,Right hand Bat,,
5ecfab18,1229023,,Sarah Forbes,Ireland,11915.0,Right hand Bat,,
b34e0c77,885837,,Sarah Glenn,England,10830.0,Right hand Bat,Legbreak,Bowling Allrounder
b08ee7b2,277095,,Sarah Jane Bradbury,New Zealand,5677.0,Right hand Bat,Legbreak,
3b67e117,543483,,Sarah Jane Carnachan,New Zealand,8013.0,Right hand Bat,,
a5f488bc,374934,,Sarah Jane Coyte,Australia,7758.0,Right hand Bat,Right arm Medium,Bowler
13f8d4b5,53638,,Sarah Jane Elliott,Australia,4386.0,Right hand Bat,Legbreak Googly,
e6f36f83,249935,,Sarah Jane Taylor,England,7079.0,Right hand Bat,,Wicketkeeper Batter
c8f378cc,54347,,Sarah Jane Tsukigawa,New Zealand,4398.0,Right hand Bat,Right arm Medium,
2ca65aee,914677,,Sarah Jennifer Bryce,Scotland,10964.0,Right hand Bat,,Wicketkeeper Batter
2e5919c5,53631,,Sarah Joy Andrews,Australia,4377.0,Right hand Bat,Right arm Fast medium,
2874f960,54529,,Sarah Kate Burke,New Zealand,4384.0,Right hand Bat,Right arm Medium,Bowler
5eb74397,438266,,Sarah Lee Osborne,New Zealand,7576.0,Right hand Bat,Right arm Medium,
57c957af,54474,,Sarah Luba Norman,New Zealand,4884.0,Right hand Bat,Right arm Slow medium,
7ba18406,351469,,Sarah Marie Bartlett,England,4358.0,Right hand Bat,Right arm Medium fast,Wicketkeeper
9af46366,329032,,Sarah Monique Patricia Sim,New Zealand,6718.0,Left hand Bat,Right arm Medium,
31972229,1138294,,Sarah Renee Asmussen,New Zealand,11153.0,Right hand Bat,Legbreak Googly,
e72046b7,1158401,,Sarah Tambala,Malawi,,,,
f28024b6,592911,,Sarah Terese Cowan,New Zealand,9456.0,Right hand Bat,Right arm Medium,
1ef174b8,1172640,,Sarah Uwera,Rwanda,9496.0,Right hand Bat,,Wicketkeeper Batter
41f8d757,53691,,Sarah Victoria Collyer,England,3928.0,Right hand Bat,Right arm Medium,
f67ea6d2,1180468,,Sarah Walaza,Uganda,11923.0,,,
16301313,271884,Sarah Wetoto,Sarah Wetoto,Kenya,6815.0,Right-hand bat,Right-arm offbreak,
16301313,1119429,,Sarah Wetoto,Kenya,6815.0,Right hand Bat,Right arm Offbreak,
2a00735b,1313740,,Saran Aslam,Denmark,7800.0,Right hand Bat,Right arm Medium,
b6cd714f,34211,,Sarandeep Singh,India,3580.0,Right hand Bat,Right arm Offbreak,
8dcae4c9,603120,,Sarang Rawat,India,9443.0,Right hand Bat,Right arm Medium,
4e3fd330,1230623,,Saransh Kushretha,Luxembourg,5476.0,Right hand Bat,Right arm Offbreak,
de33074a,731381,,Saransh Subodh Jain,India,8490.0,Left hand Bat,Right arm Offbreak,
4169ae00,779625,,Saraswati Chaudhary Kumari,Nepal,9889.0,Right hand Bat,Right arm Medium,
36a0a88c,1058977,,Sarawut Maliwan,Thailand,11690.0,Right hand Bat,Slow Left arm Orthodox,
4dc7b1c6,1093682,,Sarbjot Singh,Thailand,8067.0,Right hand Bat,,
9ff7f691,24844,,Sarel Francois Burger,Namibia,4791.0,Right hand Bat,Right arm Medium fast,Allrounder
a3ce3d1d,324260,,Sarel Johannes Erwee,South Africa,7253.0,Left hand Bat,Right arm Offbreak,Opening Batter
a9740c71,46137,,Sarel Walter Liebisch,South Africa,-1779.0,,,
f15d17c7,1163139,,Sarfaraj Abdul Hamid Patel,Lesotho,4860.0,Right hand Bat,Right arm Medium,
514db0e2,1159864,,Sarfaraj Mulla,Panama,,Right hand Bat,Right arm Medium,
2254ab79,227760,,Sarfaraz Ahmed,Pakistan,6350.0,Right hand Bat,Right arm Offbreak,Wicketkeeper Batter
db95ddeb,1172124,,Sarfaraz Ali,Bahrain,4310.0,Right hand Bat,Right arm Medium,
f088b960,642525,,Sarfaraz Naushad Khan,India,10156.0,Right hand Bat,Legbreak,Middle order Batter
1b437434,42630,,Sarfraz Nawaz Malik,Pakistan,-7701.0,Right hand Bat,Right arm Fast medium,Bowler
cad52f7c,1463202,Sargam Patel,Sargam Patel,Qatar,14191.0,Right-hand bat,,
8ff397fa,208254,,Sarika Siva Prasad,Singapore,-3708.0,,,
4fc3790e,486889,,Sarita Magar,Nepal,8238.0,Right hand Bat,Right arm Medium fast,
